epoch,step,train/data_time,train/grad_norm,train/loss_epoch,train/loss_step,train/step_time,val/data_time,val/loss,val/step_time
0,0,17.822675704956055,118093.8203125,,1.049007534980774,1.2203034162521362,,,
0,1,17.80713653564453,408250.5625,,1.114158034324646,1.1162347793579102,,,
0,2,17.840085983276367,162207.875,,1.0059596300125122,1.0786244869232178,,,
0,3,17.8388614654541,105509.265625,,0.9827989339828491,1.0598602294921875,,,
0,4,17.86815643310547,149010.03125,,0.9696351885795593,1.0479027032852173,,,
0,5,17.877782821655273,119579.5859375,,0.8998687267303467,1.0394865274429321,,,
0,6,17.873701095581055,147910.234375,,0.7911100387573242,1.0326364040374756,,,
0,7,17.864299774169922,164463.5,,0.7052406668663025,1.0283124446868896,,,
0,8,17.862890243530273,146096.5625,,0.7104083895683289,1.0255401134490967,,,
0,9,17.860973358154297,159712.359375,,0.6923964023590088,1.0240637063980103,,,
0,10,17.85929298400879,130300.125,,0.5363282561302185,1.0224775075912476,,,
0,11,17.85243797302246,117474.078125,,0.4471484422683716,1.0218827724456787,,,
0,12,17.843957901000977,99921.75,,0.5685074329376221,1.0210322141647339,,,
0,13,17.840023040771484,123609.125,,0.331077516078949,1.0196245908737183,,,
0,14,17.83755874633789,124462.6484375,,0.3376052677631378,1.0190545320510864,,,
0,15,17.832792282104492,110583.6171875,,0.41264331340789795,1.0192580223083496,,,
0,16,17.82805061340332,101994.078125,,0.30026775598526,1.0183628797531128,,,
0,17,17.825260162353516,90713.3203125,,0.3337538242340088,1.0171247720718384,,,
0,18,17.82325553894043,101393.4921875,,0.24886149168014526,1.0166513919830322,,,
0,19,17.820077896118164,94522.515625,,0.31431347131729126,1.0162807703018188,,,
0,20,17.81940269470215,110226.3125,,0.3218795359134674,1.0166023969650269,,,
0,21,17.818593978881836,101418.1640625,,0.3619290292263031,1.0164741277694702,,,
0,22,17.813892364501953,91218.2109375,,0.21023781597614288,1.016445279121399,,,
0,23,17.81329917907715,79690.3359375,,0.2789003551006317,1.0160796642303467,,,
0,24,17.813335418701172,123645.359375,,0.2643616199493408,1.0158709287643433,,,
0,25,17.813379287719727,69718.0078125,,0.2761557698249817,1.0154681205749512,,,
0,26,17.810749053955078,135591.859375,,0.2275247424840927,1.0156493186950684,,,
